title,description,keywords,cluster,x,y
Network Technician,"Network Support Specialists provide technical support for computer networks. They troubleshoot issues, maintain network infrastructure, and ensure reliable network performance.","provide, performance, ensure, troubleshoot, networks",105,-11.93147,-22.469015
Event Coordinator,"Coordinate corporate events, conferences, and meetings, handle logistics, and ensure a seamless experience for attendees.","ensure, coordinate, handle, seamless, conferences",-1,-8.719034,-12.594608
Systems Administrator,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","efficient, troubleshooting, integrity, databases, administrators",58,-2.0555253,-25.032093
Network Security Specialist,"SOC Analysts work in security operations centers. They monitor and respond to security incidents, analyze threats, and implement security protocols to protect an organizations assets.","protect, monitor, assets, centers, protocols",66,-10.919551,-8.050075
Software Tester,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","meet, ensure, standards, defects, analyst",151,2.6626687,-14.285887
Data Engineer,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.","valuable, including, extract, platforms, manages",14,-7.3133907,9.103634
Procurement Specialist,"Procurement Coordinators assist in procurement activities, including vendor communication, purchase order processing, and inventory management.","including, communication, assist, inventory, coordinators",-1,7.2107067,-13.131677
Data Entry Clerk,"An Administrative Assistant provides administrative support to the organization, including scheduling, document management, and assisting in day-to-day operations.","including, day, document, scheduling, assisting",86,13.668572,-3.8062584
Registered Nurse,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings.","settings, ensure, collaborates, medications, nurse",-1,11.758449,-16.29215
Landscape Architect,Create aesthetically pleasing and functional landscape designs for residential properties.,"functional, create, pleasing, properties, landscape",118,1.2726331,22.970284
Software Architect,"A Solution Architect designs and develops effective solutions for complex business problems, leveraging technology and aligning them with the organizations goals and objectives.","effective, aligning, leveraging, solutions, architect",62,-22.980549,4.768339
Network Technician,"Network Support Specialists provide technical support for computer networks. They troubleshoot issues, maintain network infrastructure, and ensure reliable network performance.","provide, performance, ensure, troubleshoot, networks",105,-11.927645,-22.466867
Project Manager,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders.","status, execute, define, risks, budgets",142,3.393187,-8.431816
Tax Consultant,"An International Tax Consultant focuses on tax matters related to international business operations, ensuring compliance with global tax laws and optimizing tax structures.","structures, focuses, compliance, consultant, tax",79,10.809734,-0.0038809392
Electrical Engineer,"Electronics Hardware Engineers develop and design electronic components and systems, from circuit boards to hardware prototypes, ensuring functionality and performance.","ensuring, performance, boards, circuit, prototypes",55,-17.7807,-2.252551
